WOJ;POW;GMI;RODZ;SYM
DOLNOŚLĄSKIE;legnicki;Prochowice;miasto;0954171
DOLNOŚLĄSKIE;lubański;Leśna;miasto;0936121
DOLNOŚLĄSKIE;lubański;Olszyna;miasto;0191684
DOLNOŚLĄSKIE;lubiński;Ścinawa;miasto;0954202
DOLNOŚLĄSKIE;lwówecki;Gryfów Śląski;miasto;0936003
DOLNOŚLĄSKIE;lwówecki;Lubomierz;miasto;0936210
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;miasto;0936227
DOLNOŚLĄSKIE;lwówecki;Mirsk;miasto;0936233
DOLNOŚLĄSKIE;lwówecki;Wleń;miasto;0936500
DOLNOŚLĄSKIE;milicki;Milicz;miasto;0987130
DOLNOŚLĄSKIE;oleśnicki;Bierutów;miasto;0987035
DOLNOŚLĄSKIE;oleśnicki;Międzybórz;miasto;0937037
DOLNOŚLĄSKIE;oleśnicki;Syców;miasto;0937379
DOLNOŚLĄSKIE;oleśnicki;Twardogóra;miasto;0987390
DOLNOŚLĄSKIE;oławski;Jelcz-Laskowice;miasto;0987118
DOLNOŚLĄSKIE;polkowicki;Chocianów;miasto;0954060
DOLNOŚLĄSKIE;polkowicki;Polkowice;miasto;0954165
DOLNOŚLĄSKIE;polkowicki;Przemków;miasto;0954194
DOLNOŚLĄSKIE;strzeliński;Strzelin;miasto;0987331
DOLNOŚLĄSKIE;strzeliński;Wiązów;miasto;0987437
DOLNOŚLĄSKIE;średzki;Miękinia;miasto;0877424
DOLNOŚLĄSKIE;średzki;Środa Śląska;miasto;0987348
DOLNOŚLĄSKIE;świdnicki;Jaworzyna Śląska;miasto;0984019
DOLNOŚLĄSKIE;świdnicki;Strzegom;miasto;0984551
DOLNOŚLĄSKIE;świdnicki;Żarów;miasto;0984746
DOLNOŚLĄSKIE;trzebnicki;Oborniki Śląskie;miasto;0987182
DOLNOŚLĄSKIE;trzebnicki;Prusice;miasto;0879914
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;miasto;0987383
DOLNOŚLĄSKIE;trzebnicki;Żmigród;miasto;0987503
DOLNOŚLĄSKIE;wałbrzyski;Głuszyca;miasto;0984002
DOLNOŚLĄSKIE;wałbrzyski;Mieroszów;miasto;0984210
DOLNOŚLĄSKIE;wołowski;Brzeg Dolny;miasto;0987064
DOLNOŚLĄSKIE;wołowski;Wołów;miasto;0987466
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;miasto;0987124
DOLNOŚLĄSKIE;wrocławski;Sobótka;miasto;0987294
DOLNOŚLĄSKIE;wrocławski;Siechnice;miasto;0881160
DOLNOŚLĄSKIE;wrocławski;Siechnice;miasto;0881160
DOLNOŚLĄSKIE;ząbkowicki;Bardo;miasto;0983801
DOLNOŚLĄSKIE;ząbkowicki;Kamieniec Ząbkowicki;miasto;0852631
DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie;miasto;0984692
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;miasto;0984700
DOLNOŚLĄSKIE;ząbkowicki;Złoty Stok;miasto;0984723
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;miasto;0935908
DOLNOŚLĄSKIE;zgorzelecki;Pieńsk;miasto;0936351
DOLNOŚLĄSKIE;zgorzelecki;Węgliniec;miasto;0936492
DOLNOŚLĄSKIE;złotoryjski;Świerzawa;miasto;0936486
KUJAWSKO-POMORSKIE;brodnicki;Górzno;miasto;0983244
KUJAWSKO-POMORSKIE;brodnicki;Jabłonowo Pomorskie;miasto;0983474
KUJAWSKO-POMORSKIE;bydgoski;Koronowo;miasto;0929285
KUJAWSKO-POMORSKIE;bydgoski;Solec Kujawski;miasto;0929552
KUJAWSKO-POMORSKIE;golubsko-dobrzyński;Kowalewo Pomorskie;miasto;0983540
KUJAWSKO-POMORSKIE;grudziądzki;Łasin;miasto;0983557
KUJAWSKO-POMORSKIE;grudziądzki;Radzyń Chełmiński;miasto;0983630
KUJAWSKO-POMORSKIE;inowrocławski;Gniewkowo;miasto;0928937
KUJAWSKO-POMORSKIE;inowrocławski;Janikowo;miasto;0929109
KUJAWSKO-POMORSKIE;inowrocławski;Kruszwica;miasto;0929380
KUJAWSKO-POMORSKIE;inowrocławski;Pakość;miasto;0929517
KUJAWSKO-POMORSKIE;lipnowski;Bobrowniki;miasto;0858480
KUJAWSKO-POMORSKIE;lipnowski;Dobrzyń nad Wisłą;miasto;0985651
KUJAWSKO-POMORSKIE;lipnowski;Kikół;miasto;0863480
KUJAWSKO-POMORSKIE;lipnowski;Skępe;miasto;0869583
KUJAWSKO-POMORSKIE;mogileński;Mogilno;miasto;0929428
KUJAWSKO-POMORSKIE;mogileński;Strzelno;miasto;0929598
KUJAWSKO-POMORSKIE;nakielski;Kcynia;miasto;0929233
KUJAWSKO-POMORSKIE;nakielski;Mrocza;miasto;0929440
KUJAWSKO-POMORSKIE;nakielski;Nakło nad Notecią;miasto;0929463
KUJAWSKO-POMORSKIE;nakielski;Szubin;miasto;0929612
KUJAWSKO-POMORSKIE;radziejowski;Piotrków Kujawski;miasto;0867510
KUJAWSKO-POMORSKIE;sępoleński;Kamień Krajeński;miasto;0929210
KUJAWSKO-POMORSKIE;sępoleński;Sępólno Krajeńskie;miasto;0929546
KUJAWSKO-POMORSKIE;sępoleński;Więcbork;miasto;0929820
KUJAWSKO-POMORSKIE;świecki;Nowe;miasto;0929492
KUJAWSKO-POMORSKIE;świecki;Pruszcz;miasto;0094024
KUJAWSKO-POMORSKIE;świecki;Świecie;miasto;0929664
KUJAWSKO-POMORSKIE;tucholski;Tuchola;miasto;0929724
KUJAWSKO-POMORSKIE;włocławski;Brześć Kujawski;miasto;0985444
KUJAWSKO-POMORSKIE;włocławski;Chodecz;miasto;0985562
KUJAWSKO-POMORSKIE;włocławski;Izbica Kujawska;miasto;0985734
KUJAWSKO-POMORSKIE;włocławski;Lubień Kujawski;miasto;0985898
KUJAWSKO-POMORSKIE;włocławski;Lubraniec;miasto;0985929
KUJAWSKO-POMORSKIE;żniński;Barcin;miasto;0928825
KUJAWSKO-POMORSKIE;żniński;Gąsawa;miasto;0085189
KUJAWSKO-POMORSKIE;żniński;Janowiec Wielkopolski;miasto;0929167
KUJAWSKO-POMORSKIE;żniński;Łabiszyn;miasto;0929405
KUJAWSKO-POMORSKIE;żniński;Żnin;miasto;0929865
LUBELSKIE;bialski;Piszczac;miasto;0017124
LUBELSKIE;biłgorajski;Frampol;miasto;0887196
LUBELSKIE;biłgorajski;Goraj;miasto;0887693
LUBELSKIE;biłgorajski;Józefów;miasto;0987897
LUBELSKIE;biłgorajski;Tarnogród;miasto;0988069
LUBELSKIE;biłgorajski;Turobin;miasto;0903200
LUBELSKIE;chełmski;Siedliszcze;miasto;0107821
LUBELSKIE;chełmski;Rejowiec;miasto;0105667
LUBELSKIE;janowski;Janów Lubelski;miasto;0980493
LUBELSKIE;janowski;Modliborzyce;miasto;0799760
LUBELSKIE;krasnostawski;Izbica;miasto;0889700
LUBELSKIE;kraśnicki;Annopol;miasto;0786213
LUBELSKIE;kraśnicki;Urzędów;miasto;0392684
LUBELSKIE;lubartowski;Kamionka;miasto;0382480
LUBELSKIE;lubartowski;Kock;miasto;0956069
LUBELSKIE;lubartowski;Ostrów Lubelski;miasto;0956690
LUBELSKIE;lubelski;Bełżyce;miasto;0955555
LUBELSKIE;lubelski;Bychawa;miasto;0955621
LUBELSKIE;łęczyński;Łęczna;miasto;0956388
LUBELSKIE;opolski;Józefów nad Wisłą;miasto;0382036
LUBELSKIE;opolski;Opole Lubelskie;miasto;0956550
LUBELSKIE;opolski;Poniatowa;miasto;0956744
LUBELSKIE;parczewski;Parczew;miasto;0922254
LUBELSKIE;puławski;Kazimierz Dolny;miasto;0955905
LUBELSKIE;puławski;Nałęczów;miasto;0956454
LUBELSKIE;radzyński;Czemierniki;miasto;0011179
LUBELSKIE;rycki;Ryki;miasto;0956980
LUBELSKIE;świdnicki;Piaski;miasto;0389386
LUBELSKIE;tomaszowski;Lubycza Królewska;miasto;0892889
LUBELSKIE;tomaszowski;Łaszczów;miasto;0893742
LUBELSKIE;tomaszowski;Tyszowce;miasto;0903676
LUBELSKIE;zamojski;Krasnobród;miasto;0891281
LUBELSKIE;zamojski;Szczebrzeszyn;miasto;0987934
LUBELSKIE;zamojski;Zwierzyniec;miasto;0988253
LUBUSKIE;gorzowski;Witnica;miasto;0935794
LUBUSKIE;krośnieński;Krosno Odrzańskie;miasto;0988460
LUBUSKIE;międzyrzecki;Międzyrzecz;miasto;0935529
LUBUSKIE;międzyrzecki;Skwierzyna;miasto;0935699
LUBUSKIE;międzyrzecki;Trzciel;miasto;0935771
LUBUSKIE;nowosolski;Bytom Odrzański;miasto;0988359
LUBUSKIE;nowosolski;Kożuchów;miasto;0988454
LUBUSKIE;nowosolski;Nowe Miasteczko;miasto;0988566
LUBUSKIE;nowosolski;Otyń;miasto;0912824
LUBUSKIE;słubicki;Cybinka;miasto;0988365
LUBUSKIE;słubicki;Ośno Lubuskie;miasto;0935587
LUBUSKIE;słubicki;Rzepin;miasto;0935682
LUBUSKIE;słubicki;Słubice;miasto;0935736
LUBUSKIE;strzelecko-drezdenecki;Dobiegniew;miasto;0935334
LUBUSKIE;strzelecko-drezdenecki;Drezdenko;miasto;0935400
LUBUSKIE;strzelecko-drezdenecki;Strzelce Krajeńskie;miasto;0935742
LUBUSKIE;sulęciński;Lubniewice;miasto;0182969
LUBUSKIE;sulęciński;Sulęcin;miasto;0935759
LUBUSKIE;sulęciński;Torzym;miasto;0915484
LUBUSKIE;świebodziński;Świebodzin;miasto;0988626
LUBUSKIE;świebodziński;Zbąszynek;miasto;0988649
LUBUSKIE;zielonogórski;Babimost;miasto;0988342
LUBUSKIE;zielonogórski;Czerwieńsk;miasto;0988371
LUBUSKIE;zielonogórski;Kargowa;miasto;0988448
LUBUSKIE;zielonogórski;Nowogród Bobrzański;miasto;0988572
LUBUSKIE;zielonogórski;Sulechów;miasto;0988595
LUBUSKIE;żagański;Iłowa;miasto;0988402
LUBUSKIE;żagański;Małomice;miasto;0988514
LUBUSKIE;żagański;Szprotawa;miasto;0988603
LUBUSKIE;żarski;Brody;miasto;0908030
LUBUSKIE;żarski;Jasień;miasto;0988431
LUBUSKIE;żarski;Lubsko;miasto;0988490
LUBUSKIE;wschowski;Sława;miasto;0988589
LUBUSKIE;wschowski;Szlichtyngowa;miasto;0954640
LUBUSKIE;wschowski;Wschowa;miasto;0954685
ŁÓDZKIE;bełchatowski;Zelów;miasto;0968664
ŁÓDZKIE;kutnowski;Dąbrowice;miasto;0562880
ŁÓDZKIE;kutnowski;Krośniewice;miasto;0969095
ŁÓDZKIE;kutnowski;Żychlin;miasto;0969391
ŁÓDZKIE;łaski;Łask;miasto;0976296
ŁÓDZKIE;łęczycki;Grabów;miasto;0284003
ŁÓDZKIE;łęczycki;Piątek;miasto;0573256
ŁÓDZKIE;łowicki;Kiernozia;miasto;0566894
ŁÓDZKIE;łódzki wschodni;Koluszki;miasto;0967831
ŁÓDZKIE;łódzki wschodni;Rzgów;miasto;0415787
ŁÓDZKIE;łódzki wschodni;Tuszyn;miasto;0968569
ŁÓDZKIE;opoczyński;Białaczów;miasto;0536350
ŁÓDZKIE;opoczyński;Drzewica;miasto;0973346
ŁÓDZKIE;opoczyński;Opoczno;miasto;0967943
ŁÓDZKIE;opoczyński;Żarnów;miasto;0558274
ŁÓDZKIE;pabianicki;Lutomiersk;miasto;0705893
ŁÓDZKIE;pajęczański;Działoszyn;miasto;0703026
ŁÓDZKIE;pajęczański;Pajęczno;miasto;0932330
ŁÓDZKIE;piotrkowski;Rozprza;miasto;0550717
ŁÓDZKIE;piotrkowski;Sulejów;miasto;0968233
ŁÓDZKIE;piotrkowski;Wolbórz;miasto;0556648
ŁÓDZKIE;poddębicki;Poddębice;miasto;0976400
ŁÓDZKIE;poddębicki;Uniejów;miasto;0949359
ŁÓDZKIE;radomszczański;Kamieńsk;miasto;0541180
ŁÓDZKIE;radomszczański;Przedbórz;miasto;0968026
ŁÓDZKIE;rawski;Biała Rawska;miasto;0977019
ŁÓDZKIE;sieradzki;Błaszki;miasto;0976267
ŁÓDZKIE;sieradzki;Warta;miasto;0976557
ŁÓDZKIE;sieradzki;Złoczew;miasto;0976830
ŁÓDZKIE;skierniewicki;Bolimów;miasto;0725068
ŁÓDZKIE;tomaszowski;Inowłódz;miasto;0540989
ŁÓDZKIE;tomaszowski;Ujazd;miasto;0554721
ŁÓDZKIE;wieluński;Osjaków;miasto;0708420
ŁÓDZKIE;wieluński;Wieluń;miasto;0976586
ŁÓDZKIE;wieruszowski;Bolesławiec;miasto;0194330
ŁÓDZKIE;wieruszowski;Lututów;miasto;0706651
ŁÓDZKIE;wieruszowski;Wieruszów;miasto;0937400
ŁÓDZKIE;zduńskowolski;Szadek;miasto;0976451
ŁÓDZKIE;zgierski;Aleksandrów Łódzki;miasto;0958654
ŁÓDZKIE;zgierski;Parzęczew;miasto;0415340
ŁÓDZKIE;zgierski;Stryków;miasto;0959240
ŁÓDZKIE;brzeziński;Jeżów;miasto;0728658
MAŁOPOLSKIE;bocheński;Nowy Wiśnicz;miasto;0824936
MAŁOPOLSKIE;brzeski;Brzesko;miasto;0981966
MAŁOPOLSKIE;brzeski;Czchów;miasto;0816871
MAŁOPOLSKIE;chrzanowski;Alwernia;miasto;0314454
MAŁOPOLSKIE;chrzanowski;Chrzanów;miasto;0938982
MAŁOPOLSKIE;chrzanowski;Libiąż;miasto;0940938
MAŁOPOLSKIE;chrzanowski;Trzebinia;miasto;0944149
MAŁOPOLSKIE;dąbrowski;Dąbrowa Tarnowska;miasto;0982167
MAŁOPOLSKIE;dąbrowski;Szczucin;miasto;0831149
MAŁOPOLSKIE;gorlicki;Biecz;miasto;0952752
MAŁOPOLSKIE;gorlicki;Bobowa;miasto;0417728
MAŁOPOLSKIE;krakowski;Krzeszowice;miasto;0951570
MAŁOPOLSKIE;krakowski;Skała;miasto;0951860
MAŁOPOLSKIE;krakowski;Skawina;miasto;0951876
MAŁOPOLSKIE;krakowski;Słomniki;miasto;0952077
MAŁOPOLSKIE;krakowski;Świątniki Górne;miasto;0337774
MAŁOPOLSKIE;miechowski;Książ Wielki;miasto;0246617
MAŁOPOLSKIE;miechowski;Miechów;miasto;0947225
MAŁOPOLSKIE;myślenicki;Dobczyce;miasto;0951505
MAŁOPOLSKIE;myślenicki;Myślenice;miasto;0951617
MAŁOPOLSKIE;myślenicki;Sułkowice;miasto;0952137
MAŁOPOLSKIE;nowosądecki;Krynica-Zdrój;miasto;0960390
MAŁOPOLSKIE;nowosądecki;Muszyna;miasto;0961283
MAŁOPOLSKIE;nowosądecki;Piwniczna-Zdrój;miasto;0961768
MAŁOPOLSKIE;nowosądecki;Stary Sącz;miasto;0963359
MAŁOPOLSKIE;nowotarski;Szczawnica;miasto;0963454
MAŁOPOLSKIE;nowotarski;Czarny Dunajec;miasto;0421629
MAŁOPOLSKIE;nowotarski;Rabka-Zdrój;miasto;0962503
MAŁOPOLSKIE;olkuski;Olkusz;miasto;0941777
MAŁOPOLSKIE;olkuski;Wolbrom;miasto;0945315
MAŁOPOLSKIE;oświęcimski;Brzeszcze;miasto;0938120
MAŁOPOLSKIE;oświęcimski;Chełmek;miasto;0924098
MAŁOPOLSKIE;oświęcimski;Kęty;miasto;0924365
MAŁOPOLSKIE;oświęcimski;Zator;miasto;0927576
MAŁOPOLSKIE;proszowicki;Koszyce;miasto;0244630
MAŁOPOLSKIE;proszowicki;Nowe Brzesko;miasto;0329705
MAŁOPOLSKIE;proszowicki;Proszowice;miasto;0951818
MAŁOPOLSKIE;suski;Maków Podhalański;miasto;0924537
MAŁOPOLSKIE;tarnowski;Ciężkowice;miasto;0815239
MAŁOPOLSKIE;tarnowski;Radłów;miasto;0827923
MAŁOPOLSKIE;tarnowski;Ryglice;miasto;0829098
MAŁOPOLSKIE;tarnowski;Tuchów;miasto;0982457
MAŁOPOLSKIE;tarnowski;Wojnicz;miasto;0836276
MAŁOPOLSKIE;tarnowski;Zakliczyn;miasto;0837436
MAŁOPOLSKIE;tarnowski;Żabno;miasto;0982641
MAŁOPOLSKIE;wadowicki;Andrychów;miasto;0924023
MAŁOPOLSKIE;wadowicki;Kalwaria Zebrzydowska;miasto;0924253
MAŁOPOLSKIE;wadowicki;Wadowice;miasto;0926921
MAŁOPOLSKIE;wielicki;Niepołomice;miasto;0951675
MAŁOPOLSKIE;wielicki;Wieliczka;miasto;0952232
MAZOWIECKIE;białobrzeski;Białobrzegi;miasto;0973286
MAZOWIECKIE;białobrzeski;Wyśmierzyce;miasto;0974044
MAZOWIECKIE;ciechanowski;Glinojeck;miasto;0114620
MAZOWIECKIE;garwoliński;Maciejowice;miasto;0680503
MAZOWIECKIE;garwoliński;Pilawa;miasto;0975753
MAZOWIECKIE;garwoliński;Żelechów;miasto;0975983
MAZOWIECKIE;gostyniński;Sanniki;miasto;0574511
MAZOWIECKIE;grodziski;Grodzisk Mazowiecki;miasto;0920380
MAZOWIECKIE;grójecki;Grójec;miasto;0973352
MAZOWIECKIE;grójecki;Mogielnica;miasto;0973665
MAZOWIECKIE;grójecki;Nowe Miasto nad Pilicą;miasto;0973725
MAZOWIECKIE;grójecki;Warka;miasto;0973978
MAZOWIECKIE;kozienicki;Głowaczów;miasto;0619366
MAZOWIECKIE;kozienicki;Kozienice;miasto;0973524
MAZOWIECKIE;kozienicki;Magnuszew;miasto;0628833
MAZOWIECKIE;legionowski;Serock;miasto;0921645
MAZOWIECKIE;lipski;Ciepielów;miasto;0617203
MAZOWIECKIE;lipski;Lipsko;miasto;0973613
MAZOWIECKIE;lipski;Sienno;miasto;0636650
MAZOWIECKIE;lipski;Solec nad Wisłą;miasto;0637921
MAZOWIECKIE;łosicki;Łosice;miasto;0922120
MAZOWIECKIE;makowski;Różan;miasto;0966412
MAZOWIECKIE;miński;Cegłów;miasto;0668956
MAZOWIECKIE;miński;Dobre;miasto;0670278
MAZOWIECKIE;miński;Halinów;miasto;0002766
MAZOWIECKIE;miński;Kałuszyn;miasto;0975380
MAZOWIECKIE;miński;Latowicz;miasto;0677636
MAZOWIECKIE;miński;Mrozy;miasto;0682940
MAZOWIECKIE;miński;Siennica;miasto;0687273
MAZOWIECKIE;nowodworski;Nasielsk;miasto;0930740
MAZOWIECKIE;nowodworski;Zakroczym;miasto;0921869
MAZOWIECKIE;ostrołęcki;Myszyniec;miasto;0514928
MAZOWIECKIE;ostrowski;Brok;miasto;0966151
MAZOWIECKIE;otwocki;Karczew;miasto;0920500
MAZOWIECKIE;otwocki;Osieck;miasto;0683192
MAZOWIECKIE;piaseczyński;Góra Kalwaria;miasto;0920321
MAZOWIECKIE;piaseczyński;Konstancin-Jeziorna;miasto;0920634
MAZOWIECKIE;piaseczyński;Piaseczno;miasto;0921438
MAZOWIECKIE;piaseczyński;Tarczyn;miasto;0009478
MAZOWIECKIE;płocki;Bodzanów;miasto;0560213
MAZOWIECKIE;płocki;Drobin;miasto;0563223
MAZOWIECKIE;płocki;Gąbin;miasto;0968871
MAZOWIECKIE;płocki;Wyszogród;miasto;0969356
MAZOWIECKIE;płoński;Czerwińsk nad Wisłą;miasto;0561885
MAZOWIECKIE;płoński;Nowe Miasto;miasto;0120900
MAZOWIECKIE;płoński;Sochocin;miasto;0125954
MAZOWIECKIE;pruszkowski;Brwinów;miasto;0920284
MAZOWIECKIE;przasnyski;Chorzele;miasto;0966270
MAZOWIECKIE;przysuski;Gielniów;miasto;0618817
MAZOWIECKIE;przysuski;Odrzywół;miasto;0630110
MAZOWIECKIE;przysuski;Przysucha;miasto;0973777
MAZOWIECKIE;pułtuski;Pułtusk;miasto;0930816
MAZOWIECKIE;radomski;Iłża;miasto;0973375
MAZOWIECKIE;radomski;Jedlnia-Letnisko;miasto;0625444
MAZOWIECKIE;radomski;Przytyk;miasto;0634348
